"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033345","KIEV, UP","1970-04-16","0.00",,"42","46","38"
"UPM00033345","KIEV, UP","1970-04-17","0.00",,"43","50","36"
"UPM00033345","KIEV, UP","1970-04-18","0.00",,"44","53","38"
"UPM00033345","KIEV, UP","1970-04-19","0.00",,"48","56","40"
"UPM00033345","KIEV, UP","1970-04-20","0.00",,"55","65","46"
"UPM00033345","KIEV, UP","1970-04-21","0.07",,"53","58","48"
"UPM00033345","KIEV, UP","1970-04-22","0.22",,"51","59","44"
"UPM00033345","KIEV, UP","1970-04-23","0.02",,"51","56","46"
"UPM00033345","KIEV, UP","1970-04-24","0.14",,"57","65","51"
"UPM00033345","KIEV, UP","1970-04-25","0.09",,"57","68","50"
"UPM00033345","KIEV, UP","1970-04-26","0.00",,"61","71","53"
"UPM00033345","KIEV, UP","1970-04-27","0.00",,"65","79","54"
"UPM00033345","KIEV, UP","1970-04-28","0.10",,"57","72","48"
"UPM00033345","KIEV, UP","1970-04-29","0.22",,"59","68","53"
"UPM00033345","KIEV, UP","1970-04-30","0.00",,"54","61","48"
"UPM00033345","KIEV, UP","1970-05-01","0.13",,"57","65","50"
"UPM00033345","KIEV, UP","1970-05-02","0.00",,"50","62","45"
"UPM00033345","KIEV, UP","1970-05-03","0.00",,"48","58","39"
"UPM00033345","KIEV, UP","1970-05-04","0.86",,"62","74","48"
"UPM00033345","KIEV, UP","1970-05-05","0.00",,"71","81","65"
"UPM00033345","KIEV, UP","1970-05-06","0.00",,"63","71","55"
"UPM00033345","KIEV, UP","1970-05-07","0.00",,"64","74","53"
"UPM00033345","KIEV, UP","1970-05-08","0.00",,"66","76","55"
"UPM00033345","KIEV, UP","1970-05-09","0.00",,"66","76","57"
"UPM00033345","KIEV, UP","1970-05-10","0.16",,"63","73","57"
"UPM00033345","KIEV, UP","1970-05-11","0.39",,"58","63","54"
"UPM00033345","KIEV, UP","1970-05-12","0.54",,"55","58","53"
"UPM00033345","KIEV, UP","1970-05-13","0.67",,"54","63","51"
"UPM00033345","KIEV, UP","1970-05-14","0.02",,"53","55","50"
"UPM00033345","KIEV, UP","1970-05-15","0.02",,"53","60","50"
"UPM00033345","KIEV, UP","1970-05-16","0.00",,"57","65","51"
"UPM00033345","KIEV, UP","1970-05-17","0.00",,"57","65","49"
"UPM00033345","KIEV, UP","1970-05-18","0.02",,"58","68","51"
"UPM00033345","KIEV, UP","1970-05-19","0.00",,"58","69","47"
"UPM00033345","KIEV, UP","1970-05-20","0.00",,"62","73","53"
"UPM00033345","KIEV, UP","1970-05-21","0.01",,"62","72","55"
"UPM00033345","KIEV, UP","1970-05-22","0.01",,"61","72","53"
"UPM00033345","KIEV, UP","1970-05-23","0.19",,"58","62","56"
"UPM00033345","KIEV, UP","1970-05-24","0.29",,"56","58","54"
"UPM00033345","KIEV, UP","1970-05-25","0.00",,"53","58","47"
"UPM00033345","KIEV, UP","1970-05-26","0.00",,"54","65","42"
"UPM00033345","KIEV, UP","1970-05-27","0.00",,"58","65","52"
"UPM00033345","KIEV, UP","1970-05-28","0.00",,"61","72","52"
"UPM00033345","KIEV, UP","1970-05-29","0.00",,"63","74","52"
"UPM00033345","KIEV, UP","1970-05-30","0.00",,"65","76","53"
"UPM00033345","KIEV, UP","1970-05-31","0.00",,"66","76","56"
"UPM00033345","KIEV, UP","1970-06-01","0.00",,"67","77","56"
"UPM00033345","KIEV, UP","1970-06-02","0.55",,"61","69","56"
"UPM00033345","KIEV, UP","1970-06-03","0.42",,"59","67","55"
"UPM00033345","KIEV, UP","1970-06-04","0.37",,"61","69","57"
"UPM00033345","KIEV, UP","1970-06-05","0.14",,"63","73","54"
"UPM00033345","KIEV, UP","1970-06-06","0.24",,"60","65","55"
"UPM00033345","KIEV, UP","1970-06-07","0.00",,"62","72","54"
"UPM00033345","KIEV, UP","1970-06-08","0.00",,"67","79","57"
"UPM00033345","KIEV, UP","1970-06-09","0.35",,"67","78","60"
"UPM00033345","KIEV, UP","1970-06-10","0.00",,"66","73","60"
"UPM00033345","KIEV, UP","1970-06-11","0.01",,"63","68","58"
"UPM00033345","KIEV, UP","1970-06-12","0.00",,"65","74","60"
"UPM00033345","KIEV, UP","1970-06-13","0.01",,"66","74","59"
"UPM00033345","KIEV, UP","1970-06-14","0.17",,"53","60","49"
"UPM00033345","KIEV, UP","1970-06-15","0.03",,"53","60","49"
"UPM00033345","KIEV, UP","1970-06-16","0.00",,"58","67","49"
"UPM00033345","KIEV, UP","1970-06-17","0.00",,"63","72","56"
"UPM00033345","KIEV, UP","1970-06-18","0.19",,"62","70","57"
"UPM00033345","KIEV, UP","1970-06-19","0.20",,"60","72","54"
"UPM00033345","KIEV, UP","1970-06-20","0.00",,"60","69","54"
"UPM00033345","KIEV, UP","1970-06-21","0.00",,"65","78","51"
"UPM00033345","KIEV, UP","1970-06-22","0.00",,"66","75","55"
"UPM00033345","KIEV, UP","1970-06-23","0.00",,"64","71","56"
"UPM00033345","KIEV, UP","1970-06-24","0.00",,"63","71","53"
"UPM00033345","KIEV, UP","1970-06-25","0.00",,"64","75","55"
"UPM00033345","KIEV, UP","1970-06-26","0.06",,"65","73","58"
"UPM00033345","KIEV, UP","1970-06-27","0.02",,"63","70","57"
"UPM00033345","KIEV, UP","1970-06-28","1.00",,"64","74","56"
"UPM00033345","KIEV, UP","1970-06-29","0.00",,"68","78","60"
"UPM00033345","KIEV, UP","1970-06-30","0.62",,"70","81","63"
"UPM00033345","KIEV, UP","1970-07-01","0.35",,"66","78","63"
"UPM00033345","KIEV, UP","1970-07-02","0.02",,"73","84","64"
"UPM00033345","KIEV, UP","1970-07-03","0.23",,"71","82","66"
"UPM00033345","KIEV, UP","1970-07-04","0.11",,"65","71","62"
"UPM00033345","KIEV, UP","1970-07-05","0.00",,"68","76","62"
"UPM00033345","KIEV, UP","1970-07-06","0.10",,"69","75","62"
"UPM00033345","KIEV, UP","1970-07-07","0.00",,"69","78","62"
"UPM00033345","KIEV, UP","1970-07-08","0.00",,"70","80","61"
"UPM00033345","KIEV, UP","1970-07-09","0.00",,"72","82","63"
"UPM00033345","KIEV, UP","1970-07-10","0.00",,"74","85","64"
"UPM00033345","KIEV, UP","1970-07-11","0.00",,"74","85","66"
"UPM00033345","KIEV, UP","1970-07-12","0.00",,"69","76","61"
"UPM00033345","KIEV, UP","1970-07-13","0.05",,"66","73","62"
"UPM00033345","KIEV, UP","1970-07-14","0.00",,"67","79","55"
"UPM00033345","KIEV, UP","1970-07-15","0.00",,"75","86","65"
"UPM00033345","KIEV, UP","1970-07-16","0.00",,"76","85","67"
"UPM00033345","KIEV, UP","1970-07-17","0.00",,"77","90","67"
"UPM00033345","KIEV, UP","1970-07-18","0.66",,"71","80","60"
"UPM00033345","KIEV, UP","1970-07-19","0.17",,"64","70","60"
"UPM00033345","KIEV, UP","1970-07-20","0.01",,"61","67","56"
"UPM00033345","KIEV, UP","1970-07-21","0.00",,"70","82","59"
"UPM00033345","KIEV, UP","1970-07-22","0.01",,"73","83","63"
"UPM00033345","KIEV, UP","1970-07-23","0.00",,"68","75","63"
"UPM00033345","KIEV, UP","1970-07-24","0.00",,"68","77","60"
"UPM00033345","KIEV, UP","1970-07-25","0.00",,"69","80","60"
"UPM00033345","KIEV, UP","1970-07-26","0.00",,"71","79","62"
"UPM00033345","KIEV, UP","1970-07-27","0.08",,"66","75","62"
"UPM00033345","KIEV, UP","1970-07-28","0.68",,"59","62","57"
"UPM00033345","KIEV, UP","1970-07-29","0.00",,"69","81","59"
"UPM00033345","KIEV, UP","1970-07-30","0.00",,"72","84","63"
"UPM00033345","KIEV, UP","1970-07-31","0.00",,"70","77","63"
"UPM00033345","KIEV, UP","1970-08-01","0.00",,"67","76","56"
"UPM00033345","KIEV, UP","1970-08-02","0.00",,"69","78","60"
"UPM00033345","KIEV, UP","1970-08-03","0.00",,"71","79","63"
"UPM00033345","KIEV, UP","1970-08-04","0.00",,"73","83","65"
"UPM00033345","KIEV, UP","1970-08-05","0.00",,"75","86","64"
"UPM00033345","KIEV, UP","1970-08-06","0.26",,"72","83","65"
"UPM00033345","KIEV, UP","1970-08-07","0.05",,"69","79","62"
"UPM00033345","KIEV, UP","1970-08-08","0.00",,"67","77","59"
"UPM00033345","KIEV, UP","1970-08-09","0.00",,"70","81","60"
"UPM00033345","KIEV, UP","1970-08-10","0.00",,"73","86","63"
"UPM00033345","KIEV, UP","1970-08-11","0.00",,"73","83","67"
"UPM00033345","KIEV, UP","1970-08-12","0.74",,"62","70","58"
"UPM00033345","KIEV, UP","1970-08-13","0.43",,"56","58","54"
"UPM00033345","KIEV, UP","1970-08-14","1.32",,"58","62","56"
"UPM00033345","KIEV, UP","1970-08-15","0.07",,"60","69","56"
"UPM00033345","KIEV, UP","1970-08-16","0.00",,"64","71","59"
"UPM00033345","KIEV, UP","1970-08-17","0.13",,"63","71","57"
"UPM00033345","KIEV, UP","1970-08-18","0.04",,"64","72","56"
"UPM00033345","KIEV, UP","1970-08-19","0.85",,"61","68","56"
"UPM00033345","KIEV, UP","1970-08-20","0.03",,"59","66","56"
"UPM00033345","KIEV, UP","1970-08-21","0.00",,"59","65","56"
"UPM00033345","KIEV, UP","1970-08-22","0.01",,"57","65","53"
"UPM00033345","KIEV, UP","1970-08-23","0.00",,"61","74","50"
"UPM00033345","KIEV, UP","1970-08-24","0.00",,"63","74","55"
"UPM00033345","KIEV, UP","1970-08-25","0.09",,"63","71","58"
"UPM00033345","KIEV, UP","1970-08-26","0.00",,"57","64","52"
"UPM00033345","KIEV, UP","1970-08-27","0.00",,"55","61","51"
"UPM00033345","KIEV, UP","1970-08-28","0.00",,"52","61","43"
"UPM00033345","KIEV, UP","1970-08-29","0.00",,"57","70","47"
"UPM00033345","KIEV, UP","1970-08-30","0.00",,"63","76","53"
"UPM00033345","KIEV, UP","1970-08-31","0.00",,"64","76","54"
"UPM00033345","KIEV, UP","1970-09-01","0.00",,"66","76","60"
"UPM00033345","KIEV, UP","1970-09-02","0.00",,"67","79","58"
"UPM00033345","KIEV, UP","1970-09-03","0.00",,"61","67","56"
"UPM00033345","KIEV, UP","1970-09-04","0.00",,"61","71","53"
"UPM00033345","KIEV, UP","1970-09-05","0.03",,"59","65","55"
"UPM00033345","KIEV, UP","1970-09-06","0.21",,"54","60","50"
"UPM00033345","KIEV, UP","1970-09-07","0.61",,"52","58","48"
"UPM00033345","KIEV, UP","1970-09-08","0.00",,"50","58","44"
"UPM00033345","KIEV, UP","1970-09-09","0.00",,"55","71","42"
"UPM00033345","KIEV, UP","1970-09-10","0.00",,"60","71","53"
"UPM00033345","KIEV, UP","1970-09-11","0.00",,"61","73","52"
"UPM00033345","KIEV, UP","1970-09-12","0.00",,"67","81","56"
"UPM00033345","KIEV, UP","1970-09-13","0.00",,"68","76","60"
"UPM00033345","KIEV, UP","1970-09-14","0.02",,"65","72","60"
"UPM00033345","KIEV, UP","1970-09-15","0.00",,"63","75","53"
"UPM00033345","KIEV, UP","1970-09-16","0.00",,"65","76","55"
"UPM00033345","KIEV, UP","1970-09-17","0.00",,"65","77","57"
"UPM00033345","KIEV, UP","1970-09-18","0.00",,"63","74","56"
"UPM00033345","KIEV, UP","1970-09-19","0.00",,"64","77","56"
"UPM00033345","KIEV, UP","1970-09-20","0.00",,"63","74","54"
"UPM00033345","KIEV, UP","1970-09-21","0.00",,"62","74","53"
"UPM00033345","KIEV, UP","1970-09-22","0.07",,"52","61","49"
"UPM00033345","KIEV, UP","1970-09-23","0.06",,"45","52","43"
"UPM00033345","KIEV, UP","1970-09-24","0.00",,"45","52","41"
"UPM00033345","KIEV, UP","1970-09-25","0.00",,"45","53","38"
"UPM00033345","KIEV, UP","1970-09-26","0.00",,"45","52","41"
"UPM00033345","KIEV, UP","1970-09-27","0.02",,"42","51","35"
"UPM00033345","KIEV, UP","1970-09-28","0.09",,"39","45","36"
"UPM00033345","KIEV, UP","1970-09-29","0.28",,"40","44","34"
"UPM00033345","KIEV, UP","1970-09-30","0.08",,"40","44","36"
"UPM00033345","KIEV, UP","1970-10-01","0.14",,"46","50","43"
"UPM00033345","KIEV, UP","1970-10-02","0.27",,"46","49","44"
"UPM00033345","KIEV, UP","1970-10-03","0.07",,"50","58","46"
"UPM00033345","KIEV, UP","1970-10-04","0.12",,"47","52","43"
"UPM00033345","KIEV, UP","1970-10-05","0.13",,"44","47","42"
"UPM00033345","KIEV, UP","1970-10-06","0.68",,"40","45","38"
"UPM00033345","KIEV, UP","1970-10-07","0.00",,"44","51","40"
"UPM00033345","KIEV, UP","1970-10-08","0.00",,"45","54","38"
"UPM00033345","KIEV, UP","1970-10-09","0.00",,"46","52","42"
"UPM00033345","KIEV, UP","1970-10-10","0.00",,"50","63","41"
"UPM00033345","KIEV, UP","1970-10-11","0.00",,"48","51","45"
"UPM00033345","KIEV, UP","1970-10-12","0.00",,"49","58","44"
"UPM00033345","KIEV, UP","1970-10-13","0.00",,"45","53","37"
"UPM00033345","KIEV, UP","1970-10-14","0.02",,"41","47","35"
"UPM00033345","KIEV, UP","1970-10-15","0.00",,"34","40","27"
"UPM00033345","KIEV, UP","1970-10-16","0.00",,"37","42","30"
"UPM00033345","KIEV, UP","1970-10-17","0.00",,"41","48","35"
"UPM00033345","KIEV, UP","1970-10-18","0.00",,"42","50","35"
"UPM00033345","KIEV, UP","1970-10-19","0.00",,"42","53","33"
"UPM00033345","KIEV, UP","1970-10-20","0.00",,"48","58","38"
"UPM00033345","KIEV, UP","1970-10-21","0.00",,"55","60","53"
"UPM00033345","KIEV, UP","1970-10-22","0.03",,"49","54","44"
"UPM00033345","KIEV, UP","1970-10-23","1.37",,"42","45","41"
"UPM00033345","KIEV, UP","1970-10-24","0.13",,"39","42","35"
"UPM00033345","KIEV, UP","1970-10-25","0.01",,"37","43","34"
"UPM00033345","KIEV, UP","1970-10-26","0.00",,"44","49","37"
"UPM00033345","KIEV, UP","1970-10-27","0.03",,"45","49","41"
"UPM00033345","KIEV, UP","1970-10-28","0.00",,"38","43","34"
"UPM00033345","KIEV, UP","1970-10-29","0.37",,"36","42","33"
"UPM00033345","KIEV, UP","1970-10-30","0.00",,"35","41","29"
"UPM00033345","KIEV, UP","1970-10-31","0.24",,"46","54","36"
"UPM00033345","KIEV, UP","1970-11-01","0.19",,"45","52","40"
"UPM00033345","KIEV, UP","1970-11-02","0.00",,"50","53","44"
"UPM00033345","KIEV, UP","1970-11-03","0.00",,"35","44","29"
"UPM00033345","KIEV, UP","1970-11-04","0.38",,"41","51","32"
"UPM00033345","KIEV, UP","1970-11-05","0.02",,"37","47","31"
"UPM00033345","KIEV, UP","1970-11-06","0.12",,"43","47","39"
"UPM00033345","KIEV, UP","1970-11-07","0.02",,"30","41","26"
"UPM00033345","KIEV, UP","1970-11-08","0.00",,"29","37","23"
"UPM00033345","KIEV, UP","1970-11-09","0.00",,"30","36","24"
"UPM00033345","KIEV, UP","1970-11-10","0.06",,"38","44","33"
"UPM00033345","KIEV, UP","1970-11-11","0.01",,"33","40","29"
"UPM00033345","KIEV, UP","1970-11-12","0.07",,"31","39","25"
"UPM00033345","KIEV, UP","1970-11-13","0.00",,"42","51","36"
"UPM00033345","KIEV, UP","1970-11-14","0.00",,"41","47","35"
"UPM00033345","KIEV, UP","1970-11-15","0.00",,"45","49","38"
"UPM00033345","KIEV, UP","1970-11-16","0.00",,"44","47","42"
"UPM00033345","KIEV, UP","1970-11-17","0.07",,"47","51","42"
"UPM00033345","KIEV, UP","1970-11-18","0.43",,"46","51","44"
"UPM00033345","KIEV, UP","1970-11-19","0.01",,"39","45","37"
"UPM00033345","KIEV, UP","1970-11-20","0.00",,"40","43","38"
"UPM00033345","KIEV, UP","1970-11-21","0.03",,"37","41","35"
"UPM00033345","KIEV, UP","1970-11-22","0.00",,"35","36","33"
"UPM00033345","KIEV, UP","1970-11-23","0.00",,"33","34","32"
"UPM00033345","KIEV, UP","1970-11-24","0.00",,"29","33","27"
"UPM00033345","KIEV, UP","1970-11-25","0.00",,"27","28","25"
"UPM00033345","KIEV, UP","1970-11-26","0.00",,"33","36","28"
"UPM00033345","KIEV, UP","1970-11-27","0.00",,"36","38","34"
"UPM00033345","KIEV, UP","1970-11-28","0.00",,"41","44","37"
"UPM00033345","KIEV, UP","1970-11-29","0.00",,"40","46","37"
"UPM00033345","KIEV, UP","1970-11-30","0.20",,"36","39","29"
"UPM00033345","KIEV, UP","1970-12-01","0.28",,"27","30","26"
"UPM00033345","KIEV, UP","1970-12-02","0.03",,"27","29","25"
"UPM00033345","KIEV, UP","1970-12-03","0.06",,"33","37","29"
"UPM00033345","KIEV, UP","1970-12-04","0.00",,"35","36","33"
"UPM00033345","KIEV, UP","1970-12-05","0.01",,"34","36","33"
"UPM00033345","KIEV, UP","1970-12-06","0.09",,"33","34","33"
"UPM00033345","KIEV, UP","1970-12-07","0.00",,"32","37","29"
"UPM00033345","KIEV, UP","1970-12-08","0.04",,"32","33","29"
"UPM00033345","KIEV, UP","1970-12-09","0.03",,"31","33","27"
"UPM00033345","KIEV, UP","1970-12-10","0.15",,"31","33","27"
"UPM00033345","KIEV, UP","1970-12-11","0.02",,"33","35","28"
"UPM00033345","KIEV, UP","1970-12-12","0.01",,"34","36","33"
"UPM00033345","KIEV, UP","1970-12-13","0.07",,"33","35","32"
"UPM00033345","KIEV, UP","1970-12-14","0.00",,"33","34","32"
"UPM00033345","KIEV, UP","1970-12-15","0.00",,"35","38","33"
"UPM00033345","KIEV, UP","1970-12-16","0.04",,"32","36","28"
"UPM00033345","KIEV, UP","1970-12-17","0.17",,"24","29","20"
"UPM00033345","KIEV, UP","1970-12-18","0.12",,"24","27","23"
"UPM00033345","KIEV, UP","1970-12-19","0.17",,"28","31","23"
"UPM00033345","KIEV, UP","1970-12-20","0.22",,"13","31","4"
"UPM00033345","KIEV, UP","1970-12-21","0.00",,"21","26","12"
"UPM00033345","KIEV, UP","1970-12-22","0.42",,"27","30","25"
"UPM00033345","KIEV, UP","1970-12-23","0.04",,"27","30","16"
"UPM00033345","KIEV, UP","1970-12-24","0.03",,"13","16","9"
"UPM00033345","KIEV, UP","1970-12-25","0.08",,"20","24","16"
"UPM00033345","KIEV, UP","1970-12-26","0.03",,"24","26","21"
"UPM00033345","KIEV, UP","1970-12-27","0.15",,"26","29","24"
"UPM00033345","KIEV, UP","1970-12-28","0.02",,"23","26","21"
"UPM00033345","KIEV, UP","1970-12-29","0.56",,"29","34","24"
"UPM00033345","KIEV, UP","1970-12-30","0.00",,"31","35","27"
"UPM00033345","KIEV, UP","1970-12-31","0.07",,"35","41","29"
"UPM00033345","KIEV, UP","1971-01-01","0.56",,"26","30","20"
"UPM00033345","KIEV, UP","1971-01-02","0.04",,"16","21","9"
"UPM00033345","KIEV, UP","1971-01-03","0.57",,"19","29","13"
"UPM00033345","KIEV, UP","1971-01-04","0.19",,"24","34","18"
"UPM00033345","KIEV, UP","1971-01-05","0.00",,"19","22","17"
"UPM00033345","KIEV, UP","1971-01-06","0.00",,"18","23","10"
"UPM00033345","KIEV, UP","1971-01-07","0.00",,"8","14","1"
"UPM00033345","KIEV, UP","1971-01-08","0.00",,"11","20","4"
"UPM00033345","KIEV, UP","1971-01-09","0.00",,"13","21","5"
"UPM00033345","KIEV, UP","1971-01-10","0.00",,"20","27","12"
"UPM00033345","KIEV, UP","1971-01-11","0.00",,"27","30","25"
"UPM00033345","KIEV, UP","1971-01-12","0.00",,"29","33","26"
"UPM00033345","KIEV, UP","1971-01-13","0.00",,"26","31","20"
"UPM00033345","KIEV, UP","1971-01-14","0.00",,"16","21","10"
"UPM00033345","KIEV, UP","1971-01-15","0.00",,"16","24","10"
"UPM00033345","KIEV, UP","1971-01-16","0.00",,"17","23","10"
"UPM00033345","KIEV, UP","1971-01-17","0.00",,"31","34","22"
"UPM00033345","KIEV, UP","1971-01-18","0.03",,"32","34","29"
"UPM00033345","KIEV, UP","1971-01-19","0.05",,"32","35","31"
"UPM00033345","KIEV, UP","1971-01-20","0.02",,"33","36","29"
"UPM00033345","KIEV, UP","1971-01-21","0.00",,"34","38","32"
